agnews,evopromptga,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_ga_template_task_desc.txt,42,0.845
agnews,evopromptga,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_ga_template_task_desc.txt,47,0.865
agnews,evopromptga,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_ga_template_task_desc.txt,69,0.86
agnews,evopromptde,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_de_template_task_desc.txt,42,0.875
agnews,evopromptde,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_de_template_task_desc.txt,47,0.865
agnews,evopromptde,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_de_template_task_desc.txt,69,0.88
cr,evopromptga,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_ga_template_task_desc.txt,42,0.935
cr,evopromptga,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_ga_template_task_desc.txt,47,0.88
cr,evopromptga,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_ga_template_task_desc.txt,69,0.88
cr,evopromptde,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_de_template_task_desc.txt,42,0.93
cr,evopromptde,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_de_template_task_desc.txt,47,0.93
cr,evopromptde,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_de_template_task_desc.txt,69,0.93
mr,evopromptga,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_ga_template_task_desc.txt,42,0.915
mr,evopromptga,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_ga_template_task_desc.txt,47,0.94
mr,evopromptga,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_ga_template_task_desc.txt,69,0.88
mr,evopromptde,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_de_template_task_desc.txt,42,0.865
mr,evopromptde,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_de_template_task_desc.txt,47,0.885
mr,evopromptde,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_de_template_task_desc.txt,69,0.87
sst-5,evopromptga,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_ga_template_task_desc.txt,42,0.49
sst-5,evopromptga,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_ga_template_task_desc.txt,47,0.465
sst-5,evopromptga,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_ga_template_task_desc.txt,69,0.445
sst-5,evopromptde,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_de_template_task_desc.txt,42,0.525
sst-5,evopromptde,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_de_template_task_desc.txt,47,0.54
sst-5,evopromptde,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_de_template_task_desc.txt,69,0.475
sst2,evopromptga,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_ga_template_task_desc.txt,42,0.955
sst2,evopromptga,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_ga_template_task_desc.txt,47,0.97
sst2,evopromptga,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_ga_template_task_desc.txt,69,0.82
sst2,evopromptde,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_de_template_task_desc.txt,42,0.955
sst2,evopromptde,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_de_template_task_desc.txt,47,0.98
sst2,evopromptde,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_de_template_task_desc.txt,69,0.89
subj,evopromptga,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_ga_template_task_desc.txt,42,0.635
subj,evopromptga,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_ga_template_task_desc.txt,47,0.62
subj,evopromptga,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_ga_template_task_desc.txt,69,0.735
subj,evopromptde,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_de_template_task_desc.txt,42,0.485
subj,evopromptde,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_de_template_task_desc.txt,47,0.65
subj,evopromptde,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_de_template_task_desc.txt,69,0.64
trec,evopromptga,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_ga_template_task_desc.txt,42,0.62
trec,evopromptga,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_ga_template_task_desc.txt,47,0.665
trec,evopromptga,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_ga_template_task_desc.txt,69,0.645
trec,evopromptde,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_de_template_task_desc.txt,42,0.79
trec,evopromptde,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_de_template_task_desc.txt,47,0.685
trec,evopromptde,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,templates/evoprompt_de_template_task_desc.txt,69,0.76
